"extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"AAB74E1","EXB0002",0,45,0,"AAB74"
"AAC07E1","EXB0002",0.09,45,4,"AAC07"
"AAB96E1","EXB0002",0.85,45,38,"AAB96"
"AAB84E1","EXB0002",2.06,45,93,"AAB84"
"AAB69E1","EXB0002",0,45,0,"AAB69"
"AAB64E1","EXB0002",0.38,45,17,"AAB64"
"AAC55E1","EXB0002",0.28,45,13,"AAC55"
"AAD09E1","EXB0002",0,45,0,"AAD09"
"AAC14E1","EXB0002",0.14,45,6,"AAC14"
"AAC09E1","EXB0002",1.35,45,61,"AAC09"
"AAC40E1","EXB0002",0.09,45,4,"AAC40"
"AAC21E1","EXB0002",0,45,0,"AAC21"
"AAC33E1","EXB0002",34.8,45,1566,"AAC33"
"AAC26E1","EXB0002",0,45,0,"AAC26"
"AAC06E1","EXB0002",0,45,0,"AAC06"
"AAB78E1","EXB0002",0.07,45,3,"AAB78"
"AAC79E1","EXB0002",0,45,0,"AAC79"
"AAC15E1","EXB0002",0.07,45,3,"AAC15"
"AAC28E1","EXB0002",0,45,0,"AAC28"
"AAC36E1","EXB0002",0.13,45,6,"AAC36"
"AAW10E1","EXB0002",3.05,45,137,"AAW10"
"AAW16E1","EXB0002",22.9,45,1031,"AAW16"
"C1_EXB0002E1","EXB0002",0,45,0,"C1_EXB0002"
"AAD12E1","EXB0001",0.12,45,5,"AAD12"
"AAC83E2","EXB0001",0.4,17,7,"AAC83"
"AD81E1","EXB0001",0.5,45,23,"AD81"
"AAD16E2","EXB0001",0.25,17,4,"AAD16"
"AAC94E1","EXB0001",59,45,2655,"AAC94"
"AAD16E1","EXB0001",0.09,45,4,"AAD16"
"AAC86E2","EXB0001",48.4,17,823,"AAC86"
"AD74E2","EXB0001",0.18,17,3,"AD74"
"AAC62E1","EXB0001",1.49,45,67,"AAC62"
"AAD10E2","EXB0001",150,17,2550,"AAD10"
"AAB85E1","EXB0001",0.19,45,9,"AAB85"
"AAC86E1","EXB0001",35,45,1575,"AAC86"
"AAD23E2","EXB0001",23,17,391,"AAD23"
"AAC96E2","EXB0001",0.25,17,4,"AAC96"
"AD85E1","EXB0001",7.74,45,348,"AD85"
"AAD15E2","EXB0001",0,17,0,"AAD15"
"AD89E1","EXB0001",5.9,45,266,"AD89"
"AD89E2","EXB0001",5.5,17,94,"AD89"
"AAD23E1","EXB0001",5.5,45,248,"AAD23"
"AAD15E1","EXB0001",0.93,45,42,"AAD15"
"AAC46E1","EXB0001",5.24,45,236,"AAC46"
"C1_EXB0001E1","EXB0001",0,45,0,"C1_EXB0001"
"AD84E2","EXB0001",1.83,17,31,"AD84"
"AD85E2","EXB0001",6.93,17,118,"AD85"
"AAC83E1","EXB0001",0.07,45,3,"AAC83"
"AAC62E2","EXB0001",0.06,17,1,"AAC62"
"AAC91E1","EXB0001",2.4,45,108,"AAC91"
"AAC71E1","EXB0001",3.31,45,149,"AAC71"
"AAD12E2","EXB0001",0.2,17,3,"AAD12"
"AD84E1","EXB0001",1.58,45,71,"AD84"
"AAC91E2","EXB0001",2.7,17,46,"AAC91"
"AAD25E2","EXB0001",7.94,17,135,"AAD25"
"AD79E1","EXB0001",3.47,45,156,"AD79"
"AAB85E2","EXB0001",0.12,17,2,"AAB85"
"AAC71E2","EXB0001",3.25,17,55,"AAC71"
"AAC94E2","EXB0001",9.65,17,164,"AAC94"
"AD79E2","EXB0001",1.05,17,18,"AD79"
"AD74E1","EXB0001",5.33,45,240,"AD74"
"AAD25E1","EXB0001",6.09,45,274,"AAD25"
"AAC46E2","EXB0001",0,17,0,"AAC46"
"AAD10E1","EXB0001",6.03,45,271,"AAD10"
"AAC96E1","EXB0001",0.14,45,6,"AAC96"
"AD81E2","EXB0001",0,17,0,"AD81"
"C2_EXB0001E1","EXB0001",0,45,0,"C2_EXB0001"
"AFU62E1","EXB0034",6.46,45,291,"AFU62"
"ABU49E1","EXB0017",0,45,0,"ABU49"
"ABT47E1","EXB0017",0.06,45,3,"ABT47"
"ABT33E1","EXB0017",0.06,45,3,"ABT33"
"ABT43E1","EXB0017",0,45,0,"ABT43"
"ABT11E1","EXB0017",7.1,45,320,"ABT11"
"ABT13E1","EXB0017",0.17,45,8,"ABT13"
"ABT15E1","EXB0017",9.39,45,423,"ABT15"
"ABT86E1","EXB0017",0.73,45,33,"ABT86"
"C1_EXB0017E1","EXB0017",0,45,0,"C1_EXB0017"
"AFU71E1","EXB0034",13.4,45,603,"AFU71"
"AFU73E1","EXB0034",2.6,45,117,"AFU73"
"AFU74E1","EXB0034",13.2,45,594,"AFU74"
"AFU75E1","EXB0034",0,45,0,"AFU75"
"AFU77E1","EXB0034",0.13,45,6,"AFU77"
"AFU78E1","EXB0034",20,45,900,"AFU78"
"AFU80E1","EXB0034",0.08,45,4,"AFU80"
"AFU81E1","EXB0034",13.2,45,594,"AFU81"
"AFU82E1","EXB0034",1.95,45,88,"AFU82"
"AFU83E1","EXB0034",3.89,45,175,"AFU83"
"AFU84E1","EXB0034",3.43,45,154,"AFU84"
"AFU86E1","EXB0034",5.11,45,230,"AFU86"
"C1_EXB0034E1","EXB0034",39.2,45,1764,"C1_EXB0034"
"C2_EXB0034E1","EXB0034",0.07,45,3,"C2_EXB0034"
"C3_EXB0034E1","EXB0034",3.72,45,167,"C3_EXB0034"
"ABJ89E1","EXB0003",5.44,45,245,"ABJ89"
"ABL39E1","EXB0003",5.75,45,259,"ABL39"
"AAW13E1","EXB0003",0.95,45,43,"AAW13"
"ABK12E1","EXB0003",3,45,135,"ABK12"
"ABL01E1","EXB0003",6.68,45,301,"ABL01"
"ABL51E1","EXB0003",1.66,45,75,"ABL51"
"ABK18E1","EXB0003",12.6,45,567,"ABK18"
"ABI40E1","EXB0003",12.8,45,576,"ABI40"
"ABL45E1","EXB0003",5.11,45,230,"ABL45"
"AAW11E1","EXB0003",0.16,45,7,"AAW11"
"ABJ79E1","EXB0003",11,45,495,"ABJ79"
"ABL19E1","EXB0003",0.62,45,28,"ABL19"
"ABL37E1","EXB0003",3.63,45,163,"ABL37"
"ABK88E1","EXB0003",10.2,45,459,"ABK88"
"AAW31E1","EXB0003",0.24,45,11,"AAW31"
"AAW19E1","EXB0003",0.95,45,43,"AAW19"
"AAW20E1","EXB0003",0.08,45,4,"AAW20"
"ABL25E1","EXB0003",0.51,45,23,"ABL25"
"ABK90E1","EXB0003",7.93,45,357,"ABK90"
"AAW12E1","EXB0003",0.73,45,33,"AAW12"
"ABK71E1","EXB0003",10.6,45,477,"ABK71"
"ABI56E1","EXB0003",10.6,45,477,"ABI56"
"AAW14E1","EXB0003",5.04,45,227,"AAW14"
"ABI58E1","EXB0003",6.4,45,288,"ABI58"
"ABJ91E1","EXB0003",9.3,45,419,"ABJ91"
"ABL92E1","EXB0003",1.54,45,69,"ABL92"
"AAW21E1","EXB0003",0.1,45,4,"AAW21"
"ABL86E1","EXB0003",7.87,45,354,"ABL86"
"AAW26E1","EXB0003",0.23,45,10,"AAW26"
"ABK46E1","EXB0003",0.17,45,8,"ABK46"
"ABJ49E1","EXB0003",8.3,45,374,"ABJ49"
"ABJ51E1","EXB0003",17.6,45,792,"ABJ51"
"AAW15E1","EXB0003",0.77,45,35,"AAW15"
"ABI38E1","EXB0003",12.7,45,572,"ABI38"
"ABK86E1","EXB0003",5.99,45,270,"ABK86"
"ABK73E1","EXB0003",1,45,45,"ABK73"
"ABL98E1","EXB0003",0.16,45,7,"ABL98"
"ABJ75E1","EXB0003",6.96,45,313,"ABJ75"
"ABL31E1","EXB0003",10.1,45,455,"ABL31"
"ABK67E1","EXB0003",12.7,45,572,"ABK67"
"ABM11E1","EXB0003",0,45,0,"ABM11"
"ABL02E1","EXB0003",10.2,45,459,"ABL02"
"ABL27E1","EXB0003",0.54,45,24,"ABL27"
"AAW18E1","EXB0003",0.92,45,42,"AAW18"
"ABJ73E1","EXB0003",2.32,45,104,"ABJ73"
"ABK03E1","EXB0003",0.67,45,30,"ABK03"
"ABK20E1","EXB0003",16.8,45,756,"ABK20"
"ABK61E1","EXB0003",16.1,45,725,"ABK61"
"ABL29E1","EXB0003",5.56,45,250,"ABL29"
"ABL03E1","EXB0003",3.5,45,158,"ABL03"
"ABK44E1","EXB0003",7.59,45,342,"ABK44"
"ABK69E1","EXB0003",6.08,45,274,"ABK69"
"ABL57E1","EXB0003",7.06,45,318,"ABL57"
"ABK59E1","EXB0003",10,45,450,"ABK59"
"ABK16E1","EXB0003",10.4,45,468,"ABK16"
"ABL53E1","EXB0003",5.92,45,266,"ABL53"
"ABI42E1","EXB0003",15.7,45,707,"ABI42"
"AAW27E1","EXB0003",1.05,45,47,"AAW27"
"ABL72E1","EXB0003",18,45,810,"ABL72"
"C1_EXB0003E1","EXB0003",0,45,0,"C1_EXB0003"
"ABI44E1","EXB0003",2.11,45,95,"ABI44"
"ABJ59E1","EXB0003",3.16,45,142,"ABJ59"
"ABK55E1","EXB0003",6.04,45,272,"ABK55"
"AAW23E1","EXB0003",3.3,45,149,"AAW23"
"ABL76E1","EXB0003",10.2,45,459,"ABL76"
"ABL33E1","EXB0003",13.2,45,594,"ABL33"
"ABJ53E1","EXB0003",12.6,45,567,"ABJ53"
"ABK96E1","EXB0003",3.1,45,140,"ABK96"
"AAW17E1","EXB0003",0.59,45,26,"AAW17"
"ABL64E1","EXB0003",0.82,45,37,"ABL64"
"ABK05E1","EXB0003",5.53,45,249,"ABK05"
"ABJ55E1","EXB0003",7.88,45,355,"ABJ55"
"ABJ71E1","EXB0003",14,45,630,"ABJ71"
"AAW22E1","EXB0003",2.97,45,134,"AAW22"
"AAW32E1","EXB0003",0.34,45,15,"AAW32"
"ABK41E1","EXB0003",5.32,45,239,"ABK41"
"ABJ45E1","EXB0003",14.3,45,644,"ABJ45"
"ABK48E1","EXB0003",4.94,45,222,"ABK48"
"ABJ83E1","EXB0003",9.63,45,433,"ABJ83"
"ABK35E1","EXB0006",2.3,45,103,"ABK35"
"ABK09E1","EXB0006",7.82,45,352,"ABK09"
"ABM10E1","EXB0006",2.77,45,125,"ABM10"
"ABK54E1","EXB0006",5.82,45,262,"ABK54"
"ABI46E1","EXB0006",19,45,855,"ABI46"
"ABK33E1","EXB0006",0.26,45,12,"ABK33"
"ABK53E1","EXB0006",19.5,45,878,"ABK53"
"ABI47E1","EXB0006",9.22,45,415,"ABI47"
"ABL66E1","EXB0006",5.56,45,250,"ABL66"
"ABL67E1","EXB0006",0.82,45,37,"ABL67"
"ABL67E2","EXB0006",0.82,45,37,"ABL67"
"ABL82E1","EXB0006",3.9,45,176,"ABL82"
"ABK54E2","EXB0006",4.47,45,201,"ABK54"
"ABK09E2","EXB0006",7.97,45,359,"ABK09"
"ABK07E1","EXB0006",14.9,45,671,"ABK07"
"C1_EXB0006E1","EXB0006",0.07,45,3,"C1_EXB0006"
"AAS14E1","EXB0004",0.1,45,5,"AAS14"
"AAS06E1","EXB0004",0.64,45,29,"AAS06"
"AAS05E1","EXB0004",0.71,45,32,"AAS05"
"C1_EXB0004E1","EXB0004",0,45,0,"C1_EXB0004"
"AAS01E1","EXB0004",0.31,45,14,"AAS01"
"AAS15E1","EXB0004",0.5,45,22,"AAS15"
"AAS13E1","EXB0004",0.23,45,10,"AAS13"
"AAS16E1","EXB0004",1.49,45,67,"AAS16"
"AAS27E1","EXB0004",0.12,45,5,"AAS27"
"AAS35E1","EXB0004",8.26,45,372,"AAS35"
"AAS36E1","EXB0004",0.76,45,34,"AAS36"
"AAS39E1","EXB0004",21.4,45,963,"AAS39"
"AAS34E1","EXB0004",0.23,45,10,"AAS34"
"AAS37E1","EXB0004",0.17,45,8,"AAS37"
"AAS42E1","EXB0004",0.35,45,16,"AAS42"
"AAS19E1","EXB0004",0.84,45,38,"AAS19"
"C2_EXB0004E1","EXB0004",0,45,0,"C2_EXB0004"
"AAS17E1","EXB0004",3.11,45,140,"AAS17"
"AAS41E1","EXB0004",0.15,45,7,"AAS41"
"AAS20E1","EXB0004",0.49,45,22,"AAS20"
"AAS18E1","EXB0004",0.16,45,7,"AAS18"
"AAS23E1","EXB0004",40.9,45,1841,"AAS23"
"AAS32E1","EXB0004",1.48,45,67,"AAS32"
"AAS29E1","EXB0004",0.17,45,8,"AAS29"
"AAS28E1","EXB0004",0,45,0,"AAS28"
"AAS30E1","EXB0004",0.67,45,30,"AAS30"
"AAS31E1","EXB0004",0.07,45,3,"AAS31"
"AAS24E1","EXB0004",38.1,45,1715,"AAS24"
"AAS22E1","EXB0004",0.52,45,23,"AAS22"
"AAS21E1","EXB0004",0,45,0,"AAS21"
"AAS38E1","EXB0004",0.13,45,6,"AAS38"
"NSAP67E1","EXB0004",3.37,45,152,"NSAP67"
"AAS10E1","EXB0004",1.72,45,77,"AAS10"
"NSAP21E1","EXB0004",0.31,45,14,"NSAP21"
"NSAP35E1","EXB0004",0.56,45,25,"NSAP35"
"AAS08E1","EXB0004",7.77,45,350,"AAS08"
"AAS12E1","EXB0004",3.67,45,165,"AAS12"
"AAS04E1","EXB0004",0.75,45,34,"AAS04"
"NSAP54E1","EXB0004",8.9,45,401,"NSAP54"
"AAS11E1","EXB0004",0.24,45,11,"AAS11"
"C3_EXB0004E1","EXB0004",0.25,45,11,"C3_EXB0004"
"NSAP27E1","EXB0004",1.4,45,63,"NSAP27"
"NSAP64E1","EXB0004",3.67,45,165,"NSAP64"
"NSAP20E1","EXB0004",0.29,45,13,"NSAP20"
"NSAP42E1","EXB0004",0.36,45,16,"NSAP42"
"NSAP33E1","EXB0004",1.49,45,67,"NSAP33"
"AAS07E1","EXB0004",5.93,45,267,"AAS07"
"AAS03E1","EXB0004",2.34,45,105,"AAS03"
"NSAP36E1","EXB0004",1.32,45,59,"NSAP36"
"AAS09E1","EXB0004",2.01,45,90,"AAS09"
"NSAP34E1","EXB0004",7.05,45,317,"NSAP34"
"NSAP19E1","EXB0004",0.29,45,13,"NSAP19"
"AAT50E2","EXB0004",0.74,17,13,"AAT50"
"AAT56E2","EXB0004",0.87,17,15,"AAT56"
"AAS55E2","EXB0004",0,17,0,"AAS55"
"AAS45E2","EXB0004",0.46,17,8,"AAS45"
"AAT48E2","EXB0004",0.99,17,17,"AAT48"
"AAT55E2","EXB0004",13.5,17,230,"AAT55"
"AAT63E2","EXB0004",0.53,17,9,"AAT63"
"AAT52E2","EXB0004",0,17,0,"AAT52"
"AAT60E2","EXB0004",0.44,17,8,"AAT60"
"AAT49E2","EXB0004",0.31,17,5,"AAT49"
"AAS47E2","EXB0004",2.4,17,41,"AAS47"
"C4_EXB0004E2","EXB0004",0,17,0,"C4_EXB0004"
"AAT51E2","EXB0004",7.28,17,124,"AAT51"
"AAT47E2","EXB0004",0,17,0,"AAT47"
"AAS44E2","EXB0004",0.53,17,9,"AAS44"
"AAT61E2","EXB0004",12.6,17,214,"AAT61"
"AAS46E2","EXB0004",2.72,17,46,"AAS46"
"AAS54E2","EXB0004",0,17,0,"AAS54"
"AAT59E2","EXB0004",8.36,17,142,"AAT59"
"AAS43E2","EXB0004",0.39,17,7,"AAS43"
"AAS56E2","EXB0004",0.31,17,5,"AAS56"
"AAT62E2","EXB0004",6.16,17,105,"AAT62"
"AAT57E2","EXB0004",0.26,17,4,"AAT57"
"AAT58E2","EXB0004",1.65,17,28,"AAT58"
"AAT31E1","EXB0004",11.7,45,527,"AAT31"
"AAT06E1","EXB0004",0.06,45,3,"AAT06"
"AAT24E1","EXB0004",0.4,45,18,"AAT24"
"AAT25E1","EXB0004",0.63,45,28,"AAT25"
"AAT28E1","EXB0004",0.56,45,25,"AAT28"
"AAT45E1","EXB0004",9.65,45,434,"AAT45"
"AAT42E1","EXB0004",0.08,45,4,"AAT42"
"AAT21E1","EXB0004",0.45,45,20,"AAT21"
"AAT41E1","EXB0004",3.45,45,155,"AAT41"
"AAT05E1","EXB0004",0.07,45,3,"AAT05"
"AAT30E1","EXB0004",17,45,765,"AAT30"
"AAT04E1","EXB0004",0.57,45,26,"AAT04"
"AAT08E1","EXB0004",4.3,45,194,"AAT08"
"AAT39E1","EXB0004",0.28,45,13,"AAT39"
"C5_EXB0004E1","EXB0004",0,45,0,"C5_EXB0004"
"AAT44E1","EXB0004",2.32,45,104,"AAT44"
"ABK57E1","EXB0007",16.1,45,725,"ABK57"
"ABI47E2","EXB0007",10.8,45,486,"ABI47"
"ABM09E1","EXB0007",1.95,45,88,"ABM09"
"ABL83E1","EXB0007",4.01,45,180,"ABL83"
"AAV26E1","EXB0008",8.79,45,396,"AAV26"
"ABA67E1","EXB0008",9.39,45,423,"ABA67"
"AAU65E1","EXB0008",85.6,45,3852,"AAU65"
"AAA53E1","EXB0008",4.39,45,198,"AAA53"
"AAC33E2","EXB0008",26.2,45,1179,"AAC33"
"ABA64E1","EXB0008",8.95,45,403,"ABA64"
"AAB69E2","EXB0008",0,45,0,"AAB69"
"AAA57E1","EXB0008",10.2,45,459,"AAA57"
"AAA73E1","EXB0008",52,45,2340,"AAA73"
"ABA61E1","EXB0008",14.9,45,671,"ABA61"
"AAV25E1","EXB0008",57,45,2565,"AAV25"
"AAV43E1","EXB0008",6.89,45,310,"AAV43"
"ABB05E1","EXB0008",16.5,45,743,"ABB05"
"AAC06E2","EXB0008",0.16,45,7,"AAC06"
"ABB26E1","EXB0008",25.2,45,1134,"ABB26"
"AAW10E2","EXB0008",4.03,45,181,"AAW10"
"AAB84E2","EXB0008",2.4,45,108,"AAB84"
"AAU97E1","EXB0008",13.5,45,608,"AAU97"
"AAB96E2","EXB0008",NA,0,0,"AAB96"
"AAC07E2","EXB0008",0,45,0,"AAC07"
"AAS05E2","EXB0008",0.56,45,25,"AAS05"
"AAS14E2","EXB0008",0.55,45,25,"AAS14"
"AAV44E1","EXB0008",12.5,45,563,"AAV44"
"ABB24E1","EXB0008",20.7,45,932,"ABB24"
"AAS15E2","EXB0008",0.19,45,9,"AAS15"
"ABA68E1","EXB0008",11.7,45,527,"ABA68"
"AAB74E2","EXB0008",NA,45,0,"AAB74"
"AAV39E1","EXB0008",9.34,45,420,"AAV39"
"ABA55E1","EXB0008",3.89,45,175,"ABA55"
"AAC28E2","EXB0008",0.12,45,5,"AAC28"
"AAC36E2","EXB0008",0.19,45,8,"AAC36"
"ABA60E1","EXB0008",8.93,45,402,"ABA60"
"AAC40E2","EXB0008",0.36,45,16,"AAC40"
"AAC26E2","EXB0008",0.07,45,3,"AAC26"
"AAU89E1","EXB0008",10,45,450,"AAU89"
"AAD09E2","EXB0008",NA,0,0,"AAD09"
"AAC09E2","EXB0008",4.13,45,186,"AAC09"
"AAC55E2","EXB0008",0.29,45,13,"AAC55"
"C1_EXB0008E1","EXB0008",0.06,45,3,"C1_EXB0008"
"AAU83E1","EXB0008",11.5,45,518,"AAU83"
"AAV40E1","EXB0008",36.1,45,1625,"AAV40"
"ABA56E1","EXB0008",17.1,45,770,"ABA56"
"ABA63E1","EXB0008",4.03,45,181,"ABA63"
"AAB64E2","EXB0008",0,45,0,"AAB64"
"AAC15E2","EXB0008",0,45,0,"AAC15"
"AAC79E2","EXB0008",0.07,45,3,"AAC79"
"AAW16E2","EXB0008",25.7,45,1157,"AAW16"
"AAS06E2","EXB0008",0.86,45,39,"AAS06"
"AAB01E1","EXB0008",30.9,45,1391,"AAB01"
"AAA48E1","EXB0008",3.62,45,163,"AAA48"
"ABB03E1","EXB0008",1.16,45,52,"ABB03"
"AAB37E1","EXB0008",7.14,45,321,"AAB37"
"ABA65E1","EXB0008",29.7,45,1337,"ABA65"
"AAA92E1","EXB0008",3.88,45,175,"AAA92"
"AAV27E1","EXB0008",19.3,45,869,"AAV27"
"AAS13E2","EXB0008",0.66,45,30,"AAS13"
"AAA75E1","EXB0008",9.62,45,433,"AAA75"
"AAU91E1","EXB0008",31.9,45,1436,"AAU91"
"AAS16E2","EXB0008",1.52,45,68,"AAS16"
"AAC21E2","EXB0008",0.16,45,7,"AAC21"
"AAU70E1","EXB0008",12.6,45,567,"AAU70"
"AAA64E1","EXB0008",3.04,45,137,"AAA64"
"AAB32E1","EXB0008",9.5,45,428,"AAB32"
"AAS01E2","EXB0008",0.39,45,18,"AAS01"
"AAA56E1","EXB0008",1.61,45,72,"AAA56"
"AAU84E1","EXB0008",5.36,45,241,"AAU84"
"AAB23E1","EXB0008",19.9,45,895,"AAB23"
"ABA58E1","EXB0008",5.7,45,257,"ABA58"
"AAC14E2","EXB0008",0,45,0,"AAC14"
"AAB78E2","EXB0008",0,45,0,"AAB78"
"AFN06E2","EXB0021",0.36,45,16,"AFN06"
"AFN08E2","EXB0021",0.68,45,31,"AFN08"
"AFN10E2","EXB0021",0.34,45,15,"AFN10"
"AFN12E2","EXB0021",2.65,45,119,"AFN12"
"AFN31E2","EXB0021",0.11,45,5,"AFN31"
"AFN23E2","EXB0021",0.11,45,5,"AFN23"
"AFN28E2","EXB0021",0.34,45,15,"AFN28"
"AFN29E2","EXB0021",0.13,45,6,"AFN29"
"ACJ37E2","EXB0021",0.59,45,26,"ACJ37"
"ACJ39E2","EXB0021",0.41,45,18,"ACJ39"
"ACE28E2","EXB0021",0.59,45,26,"ACE28"
"ACD03E2","EXB0021",0,45,0,"ACD03"
"ACD90E2","EXB0021",0.12,45,5,"ACD90"
"ACE34E2","EXB0021",0.08,45,4,"ACE34"
"ACD79E2","EXB0021",0.08,45,4,"ACD79"
"AAB84E3","EXB0021",0.84,45,38,"AAB84"
"AAC33E3","EXB0021",31.8,45,1431,"AAC33"
"C1_EXB0021E1","EXB0021",0.05,45,2,"C1_EXB0021"
"AAT20E1","EXB0005",0.34,45,15,"AAT20"
"AAT34E1","EXB0005",6.76,45,304,"AAT34"
"AAT38E1","EXB0005",0.12,45,5,"AAT38"
"AAT43E1","EXB0005",0.57,45,26,"AAT43"
"C1_EXB0005E1","EXB0005",0,45,0,"C1_EXB0005"
"AAT37E1","EXB0005",0,45,0,"AAT37"
"AAT22E1","EXB0005",0,45,0,"AAT22"
"AAT33E1","EXB0005",0.24,45,11,"AAT33"
"AAT26E1","EXB0005",0,45,0,"AAT26"
"AAT23E1","EXB0005",3.94,45,177,"AAT23"
"AAT53E1","EXB0005",0.18,45,8,"AAT53"
"AAT40E1","EXB0005",0,45,0,"AAT40"
"AAT32E1","EXB0005",3.13,45,141,"AAT32"
"AAT03E1","EXB0005",0.07,45,3,"AAT03"
"AAT46E1","EXB0005",0,45,0,"AAT46"
"AAT29E1","EXB0005",0,45,0,"AAT29"
"AAS49E1","EXB0005",0,45,0,"AAS49"
"AAS49E2","EXB0005",0,17,0,"AAS49"
"AAX73E1","EXB0010",1.29,45,58,"AAX73"
"AAH18E1","EXB0010",0.32,45,14,"AAH18"
"AAX81E1","EXB0010",0,45,0,"AAX81"
"AAH61E1","EXB0010",0.76,45,34,"AAH61"
"AAX75E1","EXB0010",0.18,45,8,"AAX75"
"C1_EXB0010E1","EXB0010",0,45,0,"C1_EXB0010"
"AAX93E1","EXB0010",1.24,45,56,"AAX93"
"AAX76E1","EXB0010",0.06,45,2,"AAX76"
"AAH27E1","EXB0010",1.75,45,79,"AAH27"
"AAH19E1","EXB0010",0.07,45,3,"AAH19"
"AAI03E1","EXB0010",1.45,45,65,"AAI03"
"AAH52E1","EXB0010",0.46,45,21,"AAH52"
"AAX83E1","EXB0010",0,45,0,"AAX83"
"AAH51E1","EXB0010",0.4,45,18,"AAH51"
"AAH32E1","EXB0010",0.35,45,16,"AAH32"
"AAH60E1","EXB0010",0.7,45,31,"AAH60"
"AAX97E1","EXB0010",0.3,45,14,"AAX97"
"C2_EXB0010E1","EXB0010",0,45,0,"C2_EXB0010"
"AAH33E1","EXB0010",2.73,45,123,"AAH33"
"AAI04E1","EXB0010",1,45,45,"AAI04"
"ABH56E1","EXB0018",8.66,45,390,"ABH56"
"ABH58E1","EXB0018",3.47,45,156,"ABH58"
"ABH60E1","EXB0018",7.7,45,347,"ABH60"
"ABH62E1","EXB0018",5.36,45,241,"ABH62"
